"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Eric Smith","St. Pauli","0.12","0.00","Off Target","10","Head","","Mathias Pereira Lage","Pass (Dead)","","","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"7","Jarell Quansah","Leverkusen","0.22","0.41","Saved","8","Head","","Eliesse Ben Seghir","Pass (Live)","Axel Tapé","Pass (Live)","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"11","Andreas Hountondji","St. Pauli","0.07","0.00","Blocked","12","Right Foot","","Danel Sinani","Pass (Live)","Manolis Saliakas","Pass (Live)","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"13","Mathias Pereira Lage","St. Pauli","0.08","0.00","Off Target","24","Right Foot","","Joel Fujita","Tackle","","","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"18","Hauke Wahl","St. Pauli","0.05","0.00","Blocked","7","Right Foot","","Danel Sinani","Pass (Live)","Mathias Pereira Lage","Pass (Dead)","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"20","Danel Sinani","St. Pauli","0.07","0.00","Off Target","23","Left Foot","","James Sands","Pass (Live)","Danel Sinani","Pass (Live)","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"25","Edmond Tapsoba","Leverkusen","0.22","0.57","Goal","8","Left Foot","Volley","Malik Tillman","Fouled","","","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"32","Hauke Wahl","St. Pauli","0.11","0.65","Goal","8","Right Foot","Volley","","","","","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
"53","Louis Oppie","St. Pauli","0.04","0.00","Off Target","16","Left Foot","Volley","Mathias Pereira Lage","Pass (Dead)","Manolis Saliakas","Pass (Live)","Bundesliga","2025-2026","Saturday September 27, 2025, 15:30 (venue time) 14:30 (local time)","St. Pauli","Bayer Leverkusen","https://fbref.com/en/matches/a35c04e4/St-Pauli-Bayer-Leverkusen-September-27-2025-Bundesliga","5"
