"minute","player","team","xg","psxg","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","squad","league","season","match_date","home_team","away_team","match_url","gameweek"
"2","Scott Twine","Bristol City","0.01","0.02","Saved","30","Right Foot","","Anis Mehmeti","Pass (Dead)","Scott Twine","Fouled","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"2","Morgan Whittaker","Middlesbrough","0.02","0.00","Blocked","15","Left Foot","","Tommy Conway","Pass (Live)","Matt Targett","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"4","Morgan Whittaker","Middlesbrough","0.15","0.00","Woodwork","14","Left Foot","","Tommy Conway","Pass (Live)","","","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"7","Anis Mehmeti","Bristol City","0.05","0.35","Saved","13","Left Foot","Deflected","Ross McCrorie","Pass (Live)","Adam Randell","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"8","Anis Mehmeti","Bristol City","0.06","0.04","Saved","17","Right Foot","","Emil Riis Jakobsen","Pass (Live)","Jason Knight","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"12","Dávid Strelec","Middlesbrough","0.32","0.00","Off Target","5","Left Foot","","Hayden Hackney","Pass (Live)","Callum Brittain","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"17","Tommy Conway","Middlesbrough","0.04","0.00","Blocked","17","Right Foot","","Sverre Nypan","Pass (Live)","Callum Brittain","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"17","Emil Riis Jakobsen","Bristol City","0.07","0.00","Blocked","20","Right Foot","","Scott Twine","Pass (Live)","","","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"17","Emil Riis Jakobsen","Bristol City","0.09","0.13","Goal","21","Right Foot","Deflected","Emil Riis Jakobsen","Shot","","","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"22","Sinclair Armstrong","Bristol City","0.03","0.06","Saved","15","Left Foot","","Anis Mehmeti","Pass (Live)","Jason Knight","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"24","Morgan Whittaker","Middlesbrough","0.07","0.00","Blocked","17","Left Foot","","Morgan Whittaker","Take-On","Dávid Strelec","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"24","Hayden Hackney","Middlesbrough","0.09","0.00","Off Target","23","Right Foot","","Morgan Whittaker","Shot","","","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"25","Hayden Hackney","Middlesbrough","0.17","0.00","Blocked","22","Right Foot","","Dávid Strelec","Pass (Live)","","","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"28","Anis Mehmeti","Bristol City","0.08","0.00","Off Target","15","Left Foot","","Anis Mehmeti","Take-On","Emil Riis Jakobsen","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"37","Tommy Conway","Middlesbrough","0.10","0.00","Off Target","11","Right Foot","","Sverre Nypan","Pass (Live)","","","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"38","Emil Riis Jakobsen","Bristol City","0.02","0.00","Off Target","29","Right Foot","","Anis Mehmeti","Pass (Live)","","","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"40","Alexander Gilbert","Middlesbrough","0.02","0.00","Blocked","28","Left Foot","","Sverre Nypan","Pass (Live)","Tommy Conway","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"41","Alfie Jones","Middlesbrough","0.03","0.00","Off Target","12","Head","","Hayden Hackney","Pass (Dead)","Alexander Gilbert","Shot","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"41","Callum Brittain","Middlesbrough","0.03","0.00","Blocked","22","Right Foot","","Tommy Conway","Pass (Live)","Alfie Jones","Shot","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"45+1","Scott Twine","Bristol City","0.12","0.00","Off Target","17","Left Foot","","Adam Randell","Pass (Live)","","","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"45+1","Anis Mehmeti","Bristol City","0.04","0.00","Blocked","23","Left Foot","","Sinclair Armstrong","Pass (Live)","Emil Riis Jakobsen","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"","","","","","","","","","","","","","","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"48","Morgan Whittaker","Middlesbrough","0.01","0.17","Saved","33","Left Foot","","Callum Brittain","Pass (Live)","Alexander Gilbert","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"49","Morgan Whittaker","Middlesbrough","0.03","0.00","Blocked","18","Left Foot","","Hayden Hackney","Pass (Live)","Alexander Gilbert","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"51","Morgan Whittaker","Middlesbrough","0.07","0.00","Blocked","17","Right Foot","","Tommy Conway","Pass (Live)","Matt Targett","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"51","Alexander Gilbert","Middlesbrough","0.02","0.09","Saved","32","Right Foot","","Callum Brittain","Pass (Live)","Alexander Gilbert","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"57","Morgan Whittaker","Middlesbrough","0.04","0.00","Blocked","12","Left Foot","","Morgan Whittaker","Take-On","Hayden Hackney","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"57","Sverre Nypan","Middlesbrough","0.04","0.00","Off Target","10","Head","","Hayden Hackney","Pass (Dead)","Morgan Whittaker","Shot","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"61","Sinclair Armstrong","Bristol City","0.03","0.05","Saved","22","Right Foot","","Emil Riis Jakobsen","Pass (Live)","Sinclair Armstrong","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"62","Robert Atkinson","Bristol City","0.33","0.68","Goal","6","Head","","Scott Twine","Pass (Dead)","Sinclair Armstrong","Shot","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"67","Tommy Conway","Middlesbrough","0.05","0.00","Blocked","9","Right Foot","Volley","Dávid Strelec","Pass (Live)","Morgan Whittaker","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"68","Matt Targett","Middlesbrough","0.02","0.00","Off Target","12","Head","","Hayden Hackney","Pass (Dead)","Tommy Conway","Shot","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"76","Jason Knight","Bristol City","0.02","0.02","Saved","29","Right Foot","","Sinclair Armstrong","Pass (Live)","Fally Mayulu","Pass (Live)","Bristol City","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"82","Mamadou Kaly Sene","Middlesbrough","0.11","0.00","Off Target","11","Left Foot","Volley","Dávid Strelec","Shot","","","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"82","Dávid Strelec","Middlesbrough","0.05","0.00","Off Target","14","Right Foot","Volley","Callum Brittain","Pass (Live)","Alexander Gilbert","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"82","Alexander Gilbert","Middlesbrough","0.06","0.00","Blocked","18","Right Foot","","Alexander Gilbert","Take-On","Alexander Gilbert","Take-On","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
"83","Mamadou Kaly Sene","Middlesbrough","0.03","0.00","Off Target","12","Left Foot","","Hayden Hackney","Pass (Live)","Luke Ayling","Pass (Live)","Middlesbrough","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22"
