"player","shirtnumber","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","touches","tackles","interceptions","blocks","xg","npxg","xg_assist","sca","gca","passes_completed","passes","passes_pct","progressive_passes","carries","progressive_carries","take_ons","take_ons_won","player_href","team","touches_def_pen_area","touches_def_3rd","touches_mid_3rd","touches_att_3rd","touches_att_pen_area","touches_live_ball","take_ons_won_pct","take_ons_tackled","take_ons_tackled_pct","carries_distance","carries_progressive_distance","carries_into_final_third","carries_into_penalty_area","miscontrols","dispossessed","passes_received","progressive_passes_received","league","season","match_date","home_team","away_team","match_url","gameweek","venue"
"Emil Riis Jakobsen","18","dk DEN","FW","27-179","73","1","0","0","0","3","1","0","0","31","1","0","1","0.2","0.2","0.2","5","1","15","19","78.9","5","9","1","1","0","/en/players/292cdb26/Emil-Riis-Jakobsen","Bristol City","2","7","8","16","2","31","0.0","1","100.0","39","23","0","1","2","0","16","4","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Fally Mayulu","9","fr FRA","FW","23-158","17","0","0","0","0","0","0","0","0","15","0","0","0","0.0","0.0","0.0","1","0","8","10","80.0","2","9","1","0","0","/en/players/c7ad19f8/Fally-Mayulu","Bristol City","0","3","7","5","1","15","","0","","24","15","1","1","4","1","11","3","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Sinclair Armstrong","30","ie IRL","FW","22-181","89","0","0","0","0","2","2","1","0","24","1","0","0","0.1","0.1","0.0","4","1","6","9","66.7","1","15","2","5","1","/en/players/c2bf2522/Sinclair-Armstrong","Bristol City","0","2","9","13","4","24","20.0","4","80.0","114","52","2","2","4","3","19","6","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Yu Hirakawa","7","jp JPN","FW","24-350","1","0","0","0","0","0","0","0","0","4","0","0","0","0.0","0.0","0.0","0","0","2","2","100.0","0","1","0","0","0","/en/players/578e7583/Yu-Hirakawa","Bristol City","1","2","1","1","0","4","","0","","0","0","0","0","1","0","2","0","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Anis Mehmeti","11","al ALB","AM","24-345","53","0","0","0","0","4","2","0","0","27","1","0","2","0.2","0.2","0.1","4","0","11","17","64.7","0","11","3","3","3","/en/players/48a08f79/Anis-Mehmeti","Bristol City","0","5","3","19","4","27","100.0","0","0.0","76","57","0","3","1","0","11","5","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Robert Atkinson","5","eng ENG","AM","27-160","37","1","0","0","0","1","1","0","0","13","1","0","2","0.3","0.3","0.0","0","0","4","5","80.0","1","2","0","0","0","/en/players/181df6a4/Robert-Atkinson","Bristol City","4","8","3","2","2","13","","0","","25","22","0","0","0","0","3","0","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Scott Twine","10","eng ENG","AM","26-159","90","0","1","0","0","2","1","0","0","43","2","3","1","0.1","0.1","0.4","3","1","24","31","77.4","3","13","0","1","0","/en/players/5a425cab/Scott-Twine","Bristol City","1","17","17","9","1","43","0.0","1","100.0","82","20","0","0","0","1","28","3","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Jason Knight","12","ie IRL","DM","24-310","90","0","0","0","0","1","1","0","0","41","1","3","2","0.0","0.0","0.0","2","0","21","25","84.0","2","21","0","2","1","/en/players/b83ec960/Jason-Knight","Bristol City","5","14","20","9","0","41","50.0","1","50.0","79","21","1","0","2","1","25","1","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Adam Randell","4","eng ENG","DM","25-080","90","0","0","0","0","0","0","0","0","34","1","2","5","0.0","0.0","0.1","2","0","17","23","73.9","5","4","0","0","0","/en/players/769ff238/Adam-Randell","Bristol City","6","20","13","1","0","34","","0","","7","6","0","0","1","1","12","0","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Cameron Pring","3","eng ENG","LB","27-332","89","0","0","0","0","0","0","1","0","47","3","4","3","0.0","0.0","0.0","0","0","13","29","44.8","2","14","1","1","1","/en/players/01716c85/Cameron-Pring","Bristol City","11","27","14","6","2","47","100.0","0","0.0","79","49","1","0","0","0","15","2","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Haydon Roberts","24","eng ENG","LB","23-224","1","0","0","0","0","0","0","0","0","1","0","1","0","0.0","0.0","0.0","0","0","0","0","","0","0","0","0","0","/en/players/a731e8a0/Haydon-Roberts","Bristol City","0","1","0","0","0","1","","0","","0","0","0","0","0","0","0","0","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Zak Vyner","14","ke KEN","CB","28-220","90","0","0","0","0","0","0","0","0","32","2","0","3","0.0","0.0","0.0","0","0","15","19","78.9","1","4","0","0","0","/en/players/a8fe5a96/Zak-Vyner","Bristol City","11","25","5","2","0","32","","0","","3","2","0","0","0","0","9","0","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Robert Dickie","16","eng ENG","CB","29-292","90","0","0","0","0","0","0","0","0","48","1","5","2","0.0","0.0","0.0","0","0","16","21","76.2","0","11","0","1","1","/en/players/c7dfc411/Robert-Dickie","Bristol City","21","37","10","1","1","48","100.0","0","0.0","38","20","0","0","1","0","11","0","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
"Ross McCrorie","2","sct SCO","RB","27-277","90","0","0","0","0","0","0","0","0","51","2","2","2","0.0","0.0","0.0","1","0","24","33","72.7","4","10","1","3","1","/en/players/94d628b1/Ross-McCrorie","Bristol City","8","25","14","12","0","51","33.3","2","66.7","44","37","0","0","0","0","19","2","Championship","2025-2026","Saturday December 20, 2025, 15:00 (venue time)","Bristol City","Middlesbrough","https://fbref.com/en/matches/cb63f306/Bristol-City-Middlesbrough-December-20-2025-Championship","22","Ashton Gate Stadium"
