"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"10","Fisnik Asllani","Hoffenheim","0.04","0.00","Off Target","12","Head","","Bazoumana Touré","Pass (Live)","Wouter Burger","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"14","Mohamed Amoura","Wolfsburg","0.74","0.99","Goal","7","Left Foot","","Mohamed Amoura","Take-On","Mattias Svanberg","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"31","Wouter Burger","Hoffenheim","0.22","0.82","Goal","13","Left Foot","","Vladimír Coufal","Pass (Live)","Albian Hajdari","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"33","Mattias Svanberg","Wolfsburg","0.06","0.00","Off Target","24","Right Foot","","Mohamed Amoura","Pass (Live)","Mattias Svanberg","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"45","Christian Eriksen","Wolfsburg","0.03","0.00","Blocked","33","Right Foot","Free kick","Konstantinos Koulierakis","Fouled","Konstantinos Koulierakis","Interception","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"45+1","Mohamed Amoura","Wolfsburg","0.03","0.14","Saved","18","Right Foot","Volley","Maximilian Arnold","Pass (Live)","Christian Eriksen","Shot","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"45+1","Wouter Burger","Hoffenheim","0.03","0.00","Off Target","25","Left Foot","","Tim Lemperle","Pass (Live)","Grischa Prömel","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"","","","","","","","","","","","","","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"49","Jenson Seelt","Wolfsburg","0.02","0.00","Off Target","11","Head","","Adam Daghim","Fouled","Christian Eriksen","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
"50","Grischa Prömel","Hoffenheim","0.24","0.74","Goal","6","Head","","Andrej Kramarić","Pass (Live)","Wouter Burger","Pass (Live)","Bundesliga","2025-2026","Sunday November 2, 2025, 17:30 (venue time) 16:30 (local time)","Wolfsburg","Hoffenheim","https://fbref.com/en/matches/69d3f972/Wolfsburg-Hoffenheim-November-2-2025-Bundesliga","9"
