"minute","player","team","xg_shot","psxg_shot","outcome","distance","body_part","notes","sca_1_player","sca_1_type","sca_2_player","sca_2_type","league","season","match_date","home_team","away_team","match_url","gameweek"
"4","Michael Olise","Bayern Munich","0.01","0.00","Blocked","16","Right Foot","","Serge Gnabry","Pass (Live)","Dayot Upamecano","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"11","Konrad Laimer","Bayern Munich","0.09","0.05","Saved","11","Right Foot","","Harry Kane","Pass (Live)","Luis Díaz","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"16","Serge Gnabry","Bayern Munich","0.06","0.00","Blocked","25","Left Foot","","Harry Kane","Pass (Live)","Konrad Laimer","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"25","Harry Kane","Bayern Munich","0.16","0.00","Off Target","16","Right Foot","Volley","Joshua Kimmich","Pass (Live)","Serge Gnabry","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"27","Michael Olise","Bayern Munich","0.07","0.20","Goal","14","Right Foot","","Serge Gnabry","Pass (Live)","Leon Goretzka","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"29","David Raum","RB Leipzig","0.03","0.00","Saved off Target","11","Left Foot","","Nicolas Seiwald","Pass (Live)","Xavi Simons","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"29","Loïs Openda","RB Leipzig","0.04","0.00","Blocked","12","Right Foot","","David Raum","Shot","","","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"32","Luis Díaz","Bayern Munich","0.20","0.53","Goal","14","Right Foot","","Serge Gnabry","Pass (Live)","Harry Kane","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"36","Michael Olise","Bayern Munich","0.05","0.00","Blocked","25","Left Foot","Free kick","Harry Kane","Fouled","Konrad Laimer","Pass (Live)","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
"36","Harry Kane","Bayern Munich","0.02","0.00","Blocked","12","Right Foot","Volley","Michael Olise","Shot","","","Bundesliga","2025-2026","Friday August 22, 2025, 20:30 (venue time) 19:30 (local time)","Bayern Munich","RB Leipzig","https://fbref.com/en/matches/8eb0f477/Bayern-Munich-RB-Leipzig-August-22-2025-Bundesliga","1"
